ensembl_gene_id,external_gene_name,gene_biotype,chromosome_name,start_position,end_position,strand,description
ENSG00000154957,ZNF18,protein_coding,17,11977439,11997475,-1,zinc finger protein 18 [Source:HGNC Symbol;Acc:HGNC:12969]
ENSG00000156097,GPR61,protein_coding,1,109539872,109548406,1,G protein-coupled receptor 61 [Source:HGNC Symbol;Acc:HGNC:13300]
ENSG00000166634,SERPINB12,protein_coding,18,63542369,63569329,1,serpin family B member 12 [Source:HGNC Symbol;Acc:HGNC:14220]
ENSG00000168348,INSM2,protein_coding,14,35534164,35537054,1,INSM transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:17539]
ENSG00000176787,OR52E2,protein_coding,11,5058650,5059627,-1,olfactory receptor family 52 subfamily E member 2 [Source:HGNC Symbol;Acc:HGNC:14769]
ENSG00000181222,POLR2A,protein_coding,17,7484366,7514616,1,RNA polymerase II subunit A [Source:HGNC Symbol;Acc:HGNC:9187]
ENSG00000186790,FOXE3,protein_coding,1,47416285,47418052,1,forkhead box E3 [Source:HGNC Symbol;Acc:HGNC:3808]
ENSG00000187003,ACTL7A,protein_coding,9,108862266,108863756,1,actin like 7A [Source:HGNC Symbol;Acc:HGNC:161]
ENSG00000197050,ZNF420,protein_coding,19,37007823,37130368,1,zinc finger protein 420 [Source:HGNC Symbol;Acc:HGNC:20649]
ENSG00000199575,SNORD114-1,snoRNA,14,100949833,100949904,1,"small nucleolar RNA, C/D box 114-1 [Source:HGNC Symbol;Acc:HGNC:32989]"
ENSG00000199920,RNU4-44P,snRNA,X,134760208,134760348,-1,"RNA, U4 small nuclear 44, pseudogene [Source:HGNC Symbol;Acc:HGNC:46980]"
ENSG00000200713,RNU6-682P,snRNA,8,8895813,8895918,1,"RNA, U6 small nuclear 682, pseudogene [Source:HGNC Symbol;Acc:HGNC:47645]"
ENSG00000202206,RNU6-169P,snRNA,2,195514036,195514142,1,"RNA, U6 small nuclear 169, pseudogene [Source:HGNC Symbol;Acc:HGNC:47132]"
ENSG00000204540,PSORS1C1,protein_coding,6,31114750,31140092,1,psoriasis susceptibility 1 candidate 1 [Source:HGNC Symbol;Acc:HGNC:17202]
ENSG00000204544,MUC21,protein_coding,6,30983718,30989903,1,"mucin 21, cell surface associated [Source:HGNC Symbol;Acc:HGNC:21661]"
ENSG00000204710,SPDYC,protein_coding,11,65170233,65173374,1,speedy/RINGO cell cycle regulator family member C [Source:HGNC Symbol;Acc:HGNC:32681]
ENSG00000213235,EEF1A1P16,processed_pseudogene,12,16990670,16992083,1,eukaryotic translation elongation factor 1 alpha 1 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:37889]
ENSG00000213326,RPS7P11,processed_pseudogene,17,46721582,46722167,-1,ribosomal protein S7 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:35841]
ENSG00000213726,RPS2P52,processed_pseudogene,19,690353,691172,1,ribosomal protein S2 pseudogene 52 [Source:HGNC Symbol;Acc:HGNC:36059]
ENSG00000215210,RBMXP2,processed_pseudogene,9,30689105,30690272,1,RBMX pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23284]
ENSG00000223315,RN7SKP279,misc_RNA,11,127407851,127408148,1,RN7SK pseudogene 279 [Source:HGNC Symbol;Acc:HGNC:46003]
ENSG00000223440,,lncRNA,9,32633454,32648685,1,novel transcript
ENSG00000224007,USP12P2,processed_pseudogene,2,148295656,148296679,-1,USP12 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54575]
ENSG00000226386,PARD3-DT,lncRNA,10,34813953,34816757,1,PARD3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:44964]
ENSG00000226470,RPS29P33,processed_pseudogene,9,17096301,17096446,-1,ribosomal protein S29 pseudogene 33 [Source:HGNC Symbol;Acc:HGNC:52366]
ENSG00000227375,DLG1-AS1,lncRNA,3,197298225,197309307,1,DLG1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44154]
ENSG00000227625,,processed_pseudogene,1,228134785,228134992,-1,ribosomal protein S28 (RPS28) pseudogene
ENSG00000227646,STEAP2-AS1,lncRNA,7,89882353,90211665,-1,STEAP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40820]
ENSG00000227769,,lncRNA,2,215004782,215085488,1,"novel transcript, antisense to ABCA12"
ENSG00000228445,UGT1A2P,unprocessed_pseudogene,2,233747214,233748079,1,"UDP glucuronosyltransferase family 1 member A2, pseudogene [Source:HGNC Symbol;Acc:HGNC:12534]"
ENSG00000229677,RPL17P28,processed_pseudogene,7,139049456,139050006,-1,ribosomal protein L17 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:36055]
ENSG00000229735,FTLP16,processed_pseudogene,X,38484752,38485264,-1,ferritin light chain pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:37966]
ENSG00000232487,RASA3-IT1,lncRNA,13,114107569,114108820,-1,RASA3 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:39938]
ENSG00000232601,ANAPC15P2,processed_pseudogene,3,174302944,174303287,-1,ANAPC15 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54889]
ENSG00000232664,LARP1BP3,processed_pseudogene,X,134204353,134205916,1,LARP1B pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44085]
ENSG00000233011,SLC9A3P1,processed_pseudogene,10,50150603,50152287,1,solute carrier family 9 member 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:11074]
ENSG00000233625,,lncRNA,20,17887363,17888160,-1,novel transcript
ENSG00000233951,RCC2P3,processed_pseudogene,7,138122202,138124595,1,regulator of chromosome condensation 2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:42379]
ENSG00000234775,ADORA1-AS2,lncRNA,1,203115468,203128367,-1,ADORA1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40066]
ENSG00000234850,MTND2P3,processed_pseudogene,Y,8372241,8372710,1,MT-ND2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38727]
ENSG00000236791,OR2AI1P,unprocessed_pseudogene,5,180692832,180693763,-1,olfactory receptor family 2 subfamily AI member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15063]
ENSG00000237089,PCNPP4,processed_pseudogene,X,75537547,75538702,-1,PEST containing nuclear protein pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:41976]
ENSG00000237296,SMG1P1,transcribed_unprocessed_pseudogene,16,22437401,22491826,1,SMG1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44186]
ENSG00000237456,ID2B,processed_pseudogene,3,62124204,62124608,-1,inhibitor of DNA binding 2B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:30656]
ENSG00000237709,EEF1A1P28,processed_pseudogene,7,88639014,88640416,1,eukaryotic translation elongation factor 1 alpha 1 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:37902]
ENSG00000239791,,lncRNA,16,30572039,30583860,1,novel transcript
ENSG00000240470,RN7SL346P,misc_RNA,15,90166233,90166526,1,"RNA, 7SL, cytoplasmic 346, pseudogene [Source:HGNC Symbol;Acc:HGNC:46362]"
ENSG00000241169,,lncRNA,1,27457198,27459582,1,novel transcript
ENSG00000243274,RN7SL571P,misc_RNA,13,76134931,76135225,1,"RNA, 7SL, cytoplasmic 571, pseudogene [Source:HGNC Symbol;Acc:HGNC:46587]"
ENSG00000243894,RPS3AP16,processed_pseudogene,4,4076711,4077491,-1,RPS3A pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36052]
ENSG00000244218,RN7SL81P,misc_RNA,7,128761338,128761598,1,"RNA, 7SL, cytoplasmic 81, pseudogene [Source:HGNC Symbol;Acc:HGNC:46097]"
ENSG00000244604,,processed_pseudogene,17,8561230,8561576,1,ribosomal protein S26 (RPS26) pseudogene
ENSG00000248532,,processed_pseudogene,4,49523648,49523857,-1,"family with sequence similarity 201, member A (FAM201A) pseudogene"
ENSG00000249541,,processed_pseudogene,5,2787451,2788549,-1,3-hydroxyisobutyryl-Coenzyme A hydrolase (HIBCH) pseudogene
ENSG00000250043,,lncRNA,4,173877454,173913252,-1,novel transcript
ENSG00000250402,,lncRNA,5,125376828,125377439,-1,novel transcript
ENSG00000250740,,lncRNA,4,105927060,105932722,-1,novel transcript
ENSG00000251825,RN7SKP19,misc_RNA,1,73191604,73191855,-1,RN7SK pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:45743]
ENSG00000252217,Y_RNA,misc_RNA,15,65502741,65502836,1,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000253879,,lncRNA,8,59601319,59620227,1,novel transcript
ENSG00000254326,IGHV7-27,IG_V_pseudogene,14,106317823,106318236,-1,immunoglobulin heavy variable 7-27 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5663]
ENSG00000255092,,lncRNA,11,44606170,44608101,-1,novel transcript
ENSG00000255435,TTC36-AS1,lncRNA,11,118510273,118531141,-1,TTC36 and KMT2A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55495]
ENSG00000257119,EEF1B2P4,transcribed_processed_pseudogene,12,106901283,106901984,-1,eukaryotic translation elongation factor 1 beta 2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:32475]
ENSG00000257467,PPFIA2-AS1,lncRNA,12,81270669,81312422,1,PPFIA2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53397]
ENSG00000260066,,lncRNA,5,1725149,1728172,1,novel transcript
ENSG00000261019,,lncRNA,7,42901272,42902639,-1,novel transcript
ENSG00000261481,CARHSP1-DT,lncRNA,16,8869167,8870043,1,CARHSP1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55361]
ENSG00000262663,,lncRNA,17,82918282,82918785,1,"novel transcript, sense intronic TBCD"
ENSG00000266904,LINC00663,lncRNA,19,19749637,19776434,-1,long intergenic non-protein coding RNA 663 [Source:HGNC Symbol;Acc:HGNC:28609]
ENSG00000269427,,lncRNA,19,16630743,16643942,1,"novel transcript, antisense C19orf42"
ENSG00000269482,,lncRNA,16,90631,91102,1,"novel transcript, antisense to NPRL3"
ENSG00000270181,BIVM-ERCC5,protein_coding,13,102799110,102875994,1,BIVM-ERCC5 readthrough [Source:HGNC Symbol;Acc:HGNC:43690]
ENSG00000270475,,transcribed_processed_pseudogene,19,22708834,22709314,-1,metadherin (MTDH) pseudogene
ENSG00000271524,BNIP3P17,processed_pseudogene,19,20221869,20222463,1,BCL2 interacting protein 3 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:49697]
ENSG00000271716,,lncRNA,3,11607184,11610748,1,"novel transcript, antisense to VGLL4"
ENSG00000273679,,processed_pseudogene,15,22371736,22373570,1,ring finger protein 145 (Rnf145) pseudogene
ENSG00000274046,Y_RNA,misc_RNA,21,7092616,7092716,1,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000275625,,misc_RNA,X,74281703,74281849,1,
ENSG00000275857,,lncRNA,16,29804428,29805501,-1,"novel transcript, antisense to KIF22"
ENSG00000276454,,lncRNA,12,47265665,47266108,1,novel transcript
ENSG00000277837,,lncRNA,18,57427133,57432112,1,novel transcript
ENSG00000278010,SNORA70,snoRNA,9,67797087,67797181,1,Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]
ENSG00000279477,,unprocessed_pseudogene,21,7003248,7007022,-1,clustered mitochondria (cluA/CLU1) homolog (CLUH) pseudogene
ENSG00000282870,FRG1DP,transcribed_unprocessed_pseudogene,20,29080390,29102761,1,"FSHD region gene 1 family member D, pseudogene [Source:HGNC Symbol;Acc:HGNC:51763]"
ENSG00000283805,MIR636,miRNA,17,76736450,76736548,-1,microRNA 636 [Source:HGNC Symbol;Acc:HGNC:32892]
ENSG00000005059,MCUB,protein_coding,4,109560209,109688719,1,mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]
ENSG00000047188,YTHDC2,protein_coding,5,113513694,113595287,1,YTH N6-methyladenosine RNA binding protein C2 [Source:HGNC Symbol;Acc:HGNC:24721]
ENSG00000075856,SART3,protein_coding,12,108522214,108561400,-1,"spliceosome associated factor 3, U4/U6 recycling protein [Source:HGNC Symbol;Acc:HGNC:16860]"
ENSG00000091140,DLD,protein_coding,7,107891162,107931730,1,dihydrolipoamide dehydrogenase [Source:HGNC Symbol;Acc:HGNC:2898]
ENSG00000105613,MAST1,protein_coding,19,12833951,12874952,1,microtubule associated serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:19034]
ENSG00000105819,PMPCB,protein_coding,7,103295717,103331818,1,"peptidase, mitochondrial processing subunit beta [Source:HGNC Symbol;Acc:HGNC:9119]"
ENSG00000108950,FAM20A,protein_coding,17,68535113,68601384,-1,FAM20A golgi associated secretory pathway pseudokinase [Source:HGNC Symbol;Acc:HGNC:23015]
ENSG00000126243,LRFN3,protein_coding,19,35935358,35946624,1,leucine rich repeat and fibronectin type III domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28370]
ENSG00000129465,RIPK3,protein_coding,14,24336025,24340022,-1,receptor interacting serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:10021]
ENSG00000129625,REEP5,protein_coding,5,112876385,112922328,-1,receptor accessory protein 5 [Source:HGNC Symbol;Acc:HGNC:30077]
ENSG00000129810,SGO1,protein_coding,3,20160593,20186782,-1,shugoshin 1 [Source:HGNC Symbol;Acc:HGNC:25088]
ENSG00000132254,ARFIP2,protein_coding,11,6474683,6481479,-1,ARF interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17160]
ENSG00000142632,ARHGEF19,protein_coding,1,16197854,16212893,-1,Rho guanine nucleotide exchange factor 19 [Source:HGNC Symbol;Acc:HGNC:26604]
ENSG00000145309,CABS1,protein_coding,4,70334981,70337116,1,"calcium binding protein, spermatid associated 1 [Source:HGNC Symbol;Acc:HGNC:30710]"
ENSG00000151502,VPS26B,protein_coding,11,134224613,134247794,1,VPS26 retromer complex component B [Source:HGNC Symbol;Acc:HGNC:28119]
ENSG00000155629,PIK3AP1,protein_coding,10,96593043,96720534,-1,phosphoinositide-3-kinase adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30034]
ENSG00000160401,CFAP157,protein_coding,9,127706988,127716002,1,cilia and flagella associated protein 157 [Source:HGNC Symbol;Acc:HGNC:27843]
ENSG00000160785,SLC25A44,protein_coding,1,156193932,156212796,1,solute carrier family 25 member 44 [Source:HGNC Symbol;Acc:HGNC:29036]
ENSG00000162852,CNST,protein_coding,1,246566338,246668595,1,"consortin, connexin sorting protein [Source:HGNC Symbol;Acc:HGNC:26486]"
ENSG00000163380,LMOD3,protein_coding,3,69106065,69123032,-1,leiomodin 3 [Source:HGNC Symbol;Acc:HGNC:6649]
ENSG00000163739,CXCL1,protein_coding,4,73869392,73871308,1,C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]
ENSG00000164776,PHKG1,protein_coding,7,56079923,56093012,-1,phosphorylase kinase catalytic subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:8930]
ENSG00000166922,SCG5,protein_coding,15,32641385,32697098,1,secretogranin V [Source:HGNC Symbol;Acc:HGNC:10816]
ENSG00000166984,TCP10L2,transcribed_unprocessed_pseudogene,6,167172145,167196679,1,t-complex 10 like 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:21254]
ENSG00000174740,PABPC5,protein_coding,X,91434595,91438584,1,poly(A) binding protein cytoplasmic 5 [Source:HGNC Symbol;Acc:HGNC:13629]
ENSG00000176102,CSTF3,protein_coding,11,33077188,33162371,-1,cleavage stimulation factor subunit 3 [Source:HGNC Symbol;Acc:HGNC:2485]
ENSG00000186335,SLC36A2,protein_coding,5,151314972,151347590,-1,solute carrier family 36 member 2 [Source:HGNC Symbol;Acc:HGNC:18762]
ENSG00000186471,AKAP14,protein_coding,X,119895837,119920720,1,A-kinase anchoring protein 14 [Source:HGNC Symbol;Acc:HGNC:24061]
ENSG00000188738,FSIP2,protein_coding,2,185738804,185833290,1,fibrous sheath interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:21675]
ENSG00000197062,ZSCAN26,protein_coding,6,28267058,28278224,1,zinc finger and SCAN domain containing 26 [Source:HGNC Symbol;Acc:HGNC:12978]
ENSG00000197958,RPL12,protein_coding,9,127447422,127451446,-1,ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10302]
ENSG00000198711,SSBP3-AS1,lncRNA,1,54236440,54239063,1,SSBP3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32328]
ENSG00000198964,SGMS1,protein_coding,10,50305586,50625187,-1,sphingomyelin synthase 1 [Source:HGNC Symbol;Acc:HGNC:29799]
ENSG00000201009,,snoRNA,7,132753023,132753126,1,
ENSG00000201516,,snoRNA,4,176098163,176098285,1,
ENSG00000203867,RBM20,protein_coding,10,110643948,110839471,1,RNA binding motif protein 20 [Source:HGNC Symbol;Acc:HGNC:27424]
ENSG00000203970,DEFB110,protein_coding,6,50009138,50021994,-1,defensin beta 110 [Source:HGNC Symbol;Acc:HGNC:18091]
ENSG00000212305,RNU6-679P,snRNA,5,12297399,12297504,-1,"RNA, U6 small nuclear 679, pseudogene [Source:HGNC Symbol;Acc:HGNC:47642]"
ENSG00000213699,SLC35F6,protein_coding,2,26764240,26781231,1,solute carrier family 35 member F6 [Source:HGNC Symbol;Acc:HGNC:26055]
ENSG00000213721,HMGN2P30,processed_pseudogene,7,42113365,42113620,1,high mobility group nucleosomal binding domain 2 pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:39397]
ENSG00000220730,H3P27,processed_pseudogene,6,75586122,75586461,1,H3 histone pseudogene 27 [Source:HGNC Symbol;Acc:HGNC:54460]
ENSG00000222386,RN7SKP86,misc_RNA,7,103484208,103484539,-1,RN7SK pseudogene 86 [Source:HGNC Symbol;Acc:HGNC:45810]
ENSG00000223794,COX5BP8,processed_pseudogene,1,179255733,179256081,1,cytochrome c oxidase subunit 5B pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:39083]
ENSG00000224219,SEC61GP1,processed_pseudogene,2,193730555,193730689,-1,SEC61G pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54783]
ENSG00000224269,,lncRNA,21,36698773,36701564,-1,novel transcript
ENSG00000225484,NUTM2B-AS1,lncRNA,10,79661394,79826594,-1,NUTM2B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51204]
ENSG00000226548,,lncRNA,2,46848973,46864812,-1,novel transcript
ENSG00000226631,SLC9A3P3,processed_pseudogene,10,50025135,50027363,-1,solute carrier family 9 member 3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:33492]
ENSG00000226876,SMYD3-AS1,lncRNA,1,246108626,246113869,1,SMYD3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40708]
ENSG00000227949,CYCSP46,processed_pseudogene,Y,14941547,14941750,-1,CYCS pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:23941]
ENSG00000228347,FTLP17,processed_pseudogene,1,104153306,104153830,-1,ferritin light chain pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:37967]
ENSG00000228855,,processed_pseudogene,X,147591612,147591909,-1,SMT3 suppressor of mif two 3 homolog 1 (yeast) (SMT3H1) pseudogene
ENSG00000229016,,processed_pseudogene,1,218301262,218301972,-1,novel pseudogene
ENSG00000229815,CCNB1IP1P1,processed_pseudogene,1,44958557,44959395,1,cyclin B1 interacting protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37693]
ENSG00000231784,DBIL5P,transcribed_unitary_pseudogene,17,752884,753133,1,"diazepam binding inhibitor-like 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:38519]"
ENSG00000232036,,processed_pseudogene,1,184566511,184567835,1,novel pseudogene
ENSG00000233401,PRKAR1AP1,processed_pseudogene,1,92125301,92126462,1,protein kinase cAMP-dependent type I regulatory subunit alpha pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9389]
ENSG00000233947,ASS1P3,processed_pseudogene,9,78178263,78179512,1,argininosuccinate synthetase 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:766]
ENSG00000234167,ELOBP4,processed_pseudogene,10,34488583,34488878,-1,elongin B pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:39722]
ENSG00000236105,PRELID3BP10,processed_pseudogene,7,127295620,127296203,1,PRELI domain containing 3B pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:49072]
ENSG00000236208,C10orf71-AS1,lncRNA,10,49296112,49299081,-1,C10orf71 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45007]
ENSG00000236824,BCYRN1,lncRNA,2,47335315,47335514,1,brain cytoplasmic RNA 1 [Source:HGNC Symbol;Acc:HGNC:1022]
ENSG00000239471,RN7SL584P,misc_RNA,15,20095733,20096029,-1,"RNA, 7SL, cytoplasmic 584, pseudogene [Source:HGNC Symbol;Acc:HGNC:46600]"
ENSG00000239783,RPL27AP9,processed_pseudogene,20,47071865,47072236,1,ribosomal protein L27a pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:56964]
ENSG00000239984,RN7SL420P,misc_RNA,1,115606471,115606768,1,"RNA, 7SL, cytoplasmic 420, pseudogene [Source:HGNC Symbol;Acc:HGNC:46436]"
ENSG00000240868,C1QTNF9-AS1,lncRNA,13,24315725,24321598,-1,C1QTNF9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39906]
ENSG00000241361,SLC25A24P1,transcribed_unprocessed_pseudogene,1,108273139,108337387,1,SLC25A24 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:48933]
ENSG00000248266,,lncRNA,4,182144852,182190382,1,novel transcript
ENSG00000250036,IGKV1D-37,IG_V_gene,2,89884740,89885216,1,immunoglobulin kappa variable 1D-37 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5755]
ENSG00000251281,,lncRNA,5,33011322,33017607,-1,novel transcript
ENSG00000251529,,unprocessed_pseudogene,4,68877626,68880131,-1,pseudogene similar to part of UDP glucuronosyltransferase 2 family protein
ENSG00000251774,RNU6-377P,snRNA,3,12514706,12514807,1,"RNA, U6 small nuclear 377, pseudogene [Source:HGNC Symbol;Acc:HGNC:47340]"
ENSG00000252259,RNA5SP49,rRNA_pseudogene,1,63186336,63186450,-1,"RNA, 5S ribosomal pseudogene 49 [Source:HGNC Symbol;Acc:HGNC:42825]"
ENSG00000252274,,scaRNA,17,72818836,72818972,-1,
ENSG00000253195,,unprocessed_pseudogene,8,43542076,43544057,1,"cytochrome P450, family 4, subfamily F, polypeptide 8 (CYP4F8) pseudogene"
ENSG00000253648,,lncRNA,8,15973315,16000324,1,novel transcript
ENSG00000254195,TPM3P3,processed_pseudogene,8,84162118,84162471,1,tropomyosin 3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39166]
ENSG00000254633,STRA6LP,transcribed_unitary_pseudogene,9,97276569,97295765,1,"STRA6 like, pseudogene [Source:HGNC Symbol;Acc:HGNC:53830]"
ENSG00000257730,LSM6P2,processed_pseudogene,12,49770960,49771136,1,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37811]"
ENSG00000258677,,protein_coding,8,73688691,73878854,-1,"novel  protein, UBE2W-STAU2 readthrough"
ENSG00000259381,,processed_pseudogene,15,100645434,100646655,-1,WD repeat domain 12 (WDR12) pseudogene
ENSG00000259639,,lncRNA,15,35845222,36252276,-1,novel transcript
ENSG00000260451,GEMIN8P2,processed_pseudogene,16,58776540,58777563,1,gem nuclear organelle associated protein 8 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37977]
ENSG00000261196,CYP4A43P,unprocessed_pseudogene,1,46994382,46994502,-1,"cytochrome P450 family 4 subfamily A member 43, pseudogene [Source:HGNC Symbol;Acc:HGNC:42417]"
ENSG00000261682,,lncRNA,16,33129316,33134499,1,novel transcript
ENSG00000261800,,lncRNA,16,35140703,35149355,1,novel transcript
ENSG00000262370,,lncRNA,16,3076911,3087112,-1,novel transcript
